property_id,host_id,guest_id,total_listings,availability,neighbourhood,type,price,amenities,booked_nights,stay_nights,propery_reviews,last_review,complaint
560282,337340,572106,2,96,Watergraafsmeer,Private room,60,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Microwave; Stove; Dryer; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Room-darkening shades; Body soap; Lock on bedroom door; Drying rack for clothing; Laundromat nearby; Lockbox; Portable fans; High chair; Central heating; Free washer ; Clothing storage; ],1,1,1,3--June--2022,0
560424,253070,556195,1,30,Centrum-West,Entire home,184,[Towels; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Host greets you; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Freezer; Body soap; Drying rack for clothing; Laundromat nearby; Central heating; Street parking; Clothing storage; ],2,2,4,13--March--2022,1
560858,247567,590518,1,95,De Pijp - Rivierenbuurt,Entire home,152,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Room-darkening shades; Body soap; Drying rack for clothing; Laundromat nearby; Single level home; Ethernet connection; Nespresso machine; Central heating; Baking sheet; Crib; EV charger; Street parking; Travel crib; Clothing storage; Sound system; ],3,3,3,30--March--2022,0
560972,219293,776860,14,281,Centrum-West,Entire home,175,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Laundromat nearby; Single level home; Toaster; Baking sheet; ],7,7,6,6--March--2022,0
560987,488888,718833,2,116,Oud-Oost,Entire home,239,[Wifi; Kitchen; Smoke alarm; Long term stays allowed; Washer; TV; Dedicated workspace; ],7,7,7,29--May--2022,0
561103,240304,615124,1,42,De Baarsjes - Oud-West,Entire home,167,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Cleaning products; Dining table; Wine glasses; Hot water kettle; Freezer; Outdoor furniture; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Single level home; Backyard; Toaster; BBQ grill; Central heating; Baking sheet; Board games; Street parking; Free dryer; Garden or backyard; Barbecue utensils; Fire pit; ],4,4,6,26--October--2021,0
561264,340763,739393,1,210,Oud-Noord,Entire home,337,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Dishes and silverware; Long term stays allowed; Shampoo; Cooking basics; Washer; First aid kit; TV; Extra pillows and blankets; Shower gel; Cleaning products; Bathtub; Body soap; Drying rack for clothing; Air conditioning; Central heating; Conditioner; Clothing storage; ],1,1,10,19--December--2021,0
561292,466967,634487,1,101,De Baarsjes - Oud-West,Private room,177,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Shampoo; Iron; Washer; Carbon monoxide alarm; First aid kit; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Wine glasses; Hot water kettle; Bathtub; Room-darkening shades; Body soap; Lock on bedroom door; Drying rack for clothing; Lockbox; Free dryer; Mini fridge; Clothing storage; ],2,2,46,9--November--2021,0
561702,272875,633955,2,276,De Pijp - Rivierenbuurt,Private room,175,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Stove; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Bathtub; Body soap; Lock on bedroom door; Laundromat nearby; Single level home; Lockbox; Nespresso machine; Central heating; EV charger; Clothing storage; Stainless steel oven; ],3,3,23,1--June--2022,0
561830,246161,530959,1,58,Centrum-Oost,Entire home,374,[Wifi; Kitchen; Smoke alarm; Long term stays allowed; Washer; Fire extinguisher; TV; Outdoor dining area; BBQ grill; Air conditioning; ],3,3,6,17--April--2022,0
562220,388245,696634,6,164,Zuid,Entire home,388,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; Private entrance; TV; Dryer; Host greets you; Dedicated workspace; Indoor fireplace; ],5,5,11,7--May--2022,0
562372,379681,673897,2,89,Watergraafsmeer,Shared room,63,[Wifi; Kitchen; Smoke alarm; Long term stays allowed; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Dedicated workspace; Lock on bedroom door; Lockbox; ],2,2,2,15--November--2021,0
562390,396608,613291,1,50,Slotervaart,Entire home,99,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Dishwasher; Stove; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Bathtub; Room-darkening shades; Body soap; Drying rack for clothing; Central heating; Conditioner; Baking sheet; Board games; Free washer ; Street parking; Clothing storage; Cleaning before checkout; ],28,28,1,12--December--2021,0
564344,283475,571855,3,100,Centrum-West,Private room,379,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Cleaning products; Dining table; Wine glasses; Freezer; Body soap; Lock on bedroom door; Lockbox; Portable fans; Central heating; Security cameras; ],1,1,2,13--May--2022,1
564562,459844,778274,1,155,Oostelijk Havengebied - Indische Buurt,Entire home,202,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Dishes and silverware; Refrigerator; Coffee maker; Cooking basics; Washer; Dishwasher; TV; Dryer; Cleaning products; Dedicated workspace; Patio or balcony; Body soap; Drying rack for clothing; Outdoor dining area; BBQ grill; Nespresso machine; Central heating; Clothing storage; ],7,7,5,1--November--2021,0
564724,288929,649362,1,65,Centrum-Oost,Shared room,104,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Coffee maker; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Microwave; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Dedicated workspace; Wine glasses; Patio or balcony; Hot water kettle; Outdoor furniture; Room-darkening shades; Lock on bedroom door; Waterfront; Laundromat nearby; Portable fans; Nespresso machine; Central heating; Street parking; Mini fridge; Clothing storage; Boat slip; ],3,3,27,31--May--2022,0
565001,345707,611916,1,227,Zuid,Entire home,130,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Long term stays allowed; Washer; Carbon monoxide alarm; First aid kit; Private entrance; TV; Dryer; ],2,2,4,15--May--2022,0
565209,203353,522518,1,198,De Pijp - Rivierenbuurt,Entire home,265,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Room-darkening shades; Body soap; Drying rack for clothing; Outdoor dining area; Portable fans; Toaster; BBQ grill; Ethernet connection; Nespresso machine; Central heating; Conditioner; Board games; Clothing storage; Barbecue utensils; Game console; Sound system; Fire pit; ],5,5,1,17--April--2022,0
565366,384701,601009,1,202,Geuzenveld - Slotermeer,Entire home,142,[Kitchen; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Cooking basics; Washer; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Dedicated workspace; Dining table; Patio or balcony; Freezer; Outdoor furniture; Bathtub; Waterfront; Outdoor dining area; Free parking on premises; Free street parking; Elevator; Free dryer; Stainless steel oven; ],2,2,3,14--March--2022,0
565821,265841,554354,1,89,Centrum-West,Entire home,180,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Waterfront; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Single level home; Backyard; Portable fans; Central heating; Baking sheet; Board games; Free washer ; Street parking; Free dryer; Clothing storage; Cleaning before checkout; Netflix; Sound system; Stainless steel oven; ],4,4,7,10--February--2022,0
566937,215017,537312,7,134,Geuzenveld - Slotermeer,Entire home,364,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hangers; Long term stays allowed; Private entrance; Free parking on premises; Air conditioning; Indoor fireplace; Security cameras; ],1,1,14,22--May--2022,0
566942,204163,627459,3,144,Centrum-Oost,Private room,257,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Lock on bedroom door; Waterfront; Drying rack for clothing; Laundromat nearby; Single level home; Lockbox; Portable fans; Ethernet connection; Air conditioning; Nespresso machine; Central heating; Conditioner; Board games; Street parking; Mini fridge; Babysitter recommendations; Clothing storage; Safe; ],3,3,1,17--March--2022,1
567634,210492,558409,1,242,Westerpark,Entire home,196,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Room-darkening shades; Body soap; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Single level home; Backyard; Toaster; Central heating; Conditioner; Baking sheet; Free washer ; Street parking; Free dryer; Garden or backyard; Clothing storage; Piano; Stainless steel oven; ],3,3,13,22--May--2022,0
568140,470584,533202,2,147,Centrum-West,Private room,451,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Host greets you; Dedicated workspace; Patio or balcony; Outdoor dining area; BBQ grill; ],1,1,2,3--April--2022,0
568146,482097,576292,1,58,Westerpark,Entire home,171,[Wifi; Kitchen; Smoke alarm; Long term stays allowed; Washer; Dedicated workspace; Backyard; ],2,2,14,5--June--2022,0
568290,215205,683852,1,61,Centrum-Oost,Entire home,374,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Dishwasher; Stove; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Freezer; Room-darkening shades; Drying rack for clothing; Single level home; Conditioner; Baking sheet; Street parking; Clothing storage; ],2,2,6,4--May--2022,0
568338,419223,517729,3,166,Centrum-Oost,Private room,133,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Lock on bedroom door; Waterfront; Drying rack for clothing; Laundromat nearby; Single level home; Lockbox; Portable fans; Ethernet connection; Air conditioning; Nespresso machine; Central heating; Conditioner; Board games; Street parking; Mini fridge; Babysitter recommendations; Clothing storage; Safe; ],3,3,3,2--February--2022,0
568362,407262,536658,3,154,Centrum-Oost,Private room,133,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Body soap; Lock on bedroom door; Waterfront; Drying rack for clothing; Laundromat nearby; Single level home; Lockbox; Portable fans; Ethernet connection; Air conditioning; Nespresso machine; Central heating; Conditioner; Board games; Street parking; Mini fridge; Babysitter recommendations; Clothing storage; Safe; ],3,3,4,20--April--2022,0
568407,249923,728658,5,224,Centrum-Oost,Private room,83,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hangers; Fire extinguisher; First aid kit; Private entrance; Luggage dropoff allowed; Paid parking off premises; Dining table; Hot water kettle; Room-darkening shades; Lock on bedroom door; Waterfront; Clothing storage; Safe; ],2,2,1,28--November--2021,0
568759,407697,779341,1,205,Gaasperdam - Driemond,Entire home,82,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Shower gel; Cleaning products; Dining table; Wine glasses; Hot water kettle; Freezer; Body soap; Waterfront; Single level home; Backyard; Portable fans; Toaster; Nespresso machine; Central heating; Baking sheet; Street parking; Garden or backyard; Clothing storage; Stainless steel oven; Paid washer; ],2,2,24,25--May--2022,0
568951,346196,654458,1,103,De Baarsjes - Oud-West,Entire home,290,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; Dryer; Host greets you; Shower gel; Cleaning products; Dedicated workspace; Dining table; Patio or balcony; Freezer; Outdoor furniture; Body soap; Waterfront; Drying rack for clothing; Outdoor dining area; Backyard; High chair; Central heating; Conditioner; Crib; Free dryer; Safe; Baby safety gates; ],7,7,2,21--December--2021,0
